mode,evaluation,elapsed_s,loss,mean,amplitude,robust,frequency,persistence,waveform,static_rmse_log10,screened,outside_domain,C_pF,S_e_mW_per_K,tau_th_ns,T0_K,Tc_K,w_K,beta_per_K,gamma,Rs_315K_ohm,Ea_over_k_K,Rm_ohm
static_preserving,228,386.2147390839964,25.832526258507084,9.045978646064173,1.5815536250668896,1.5771316814678569,1.101131255111917,0.5068804276410855,22.000901961981683,0.04893633808662409,False,False,4.650068603358178,0.004134104258117031,11.71834826058609,313.0921598073286,332.74999240247257,6.988288287668067,0.28030520867871295,0.18105040789043772,2781.8623569589804,2484.7074617150156,18.34332087986942
dynamic_diagnostic,229,386.2151279999962,35.75711096852932,6.859593877290781,4.2759717417771945,3.2609245377393474,0.5578878467192917,1.0374365430772086,35.67661608064786,0.036627605227354594,False,False,0.38999999999999996,0.0036751264999999997,13.026282496670518,314.4,333.49356636598696,6.882302959338694,0.2991563242902104,0.9562696819999997,2513.3391379829973,2536.9654457644647,18.21526990911648
dynamic_diagnostic,230,386.2151373749948,10014.647521652769,6.169868510561228,1.3185798174457446,1.5524005297547214,1.389532267477155,0.18050755378918282,14.538865271861955,0.0425551369611288,False,True,6.835494476281912,0.0037127620434272003,11.908706376291862,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.1569637099004186,2513.3391379829973,2536.9654457644647,18.21526990911648
dynamic_diagnostic,231,386.2151424170006,10064.261374676425,49.30596909081393,1.8957294728667446,2.0864313314061285,2.053472911885589,0.0,58.10632529676309,0.3202876150082815,False,True,15.671852385659134,0.0009459676396536,8.214339249999021,318.76089619827405,337.90430970001603,12.123356409556754,0.2074867609087648,1.4517676540168434,2513.3391379829973,2536.9654457644647,18.21526990911648
dynamic_diagnostic,232,386.21514683400164,19.341673766695866,6.885999618583039,1.3541449083408494,1.3965782328558083,0.5549338013701205,0.547701206501399,19.194893955163245,0.04946039013402918,False,False,6.806105267445345,0.0037376655952593,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.175681338477949,2447.6992863634123,2575.126066603246,20.063832211131665
dynamic_diagnostic,233,386.21515204200114,19.445705626642734,8.40387645002888,1.0121702675893027,1.0337208464205618,1.5866735494903552,0.41218772349688226,18.213697555925116,0.1432950377553028,False,False,4.964372764430598,0.0035191796202696008,11.280811471558978,313.89842164401676,332.18133608254857,7.242700894977054,0.3638852151662267,0.17868830373348443,2300.2214384695144,2485.117835448581,17.56579183190342
dynamic_diagnostic,234,386.2151585839965,43.63042856973157,15.916164319673406,3.908443047905508,2.766463401948462,0.5665298210184246,1.0541299108395021,43.34078070592163,0.06947995679929765,False,False,0.24981726456111628,0.005007095091527991,16.585121229012856,314.4897297781288,333.49042737614513,7.563104797983808,0.24470695212662744,0.7154922025768258,2322.049779840115,2518.463228976555,19.081802072699922
dynamic_diagnostic,235,386.2151627919957,20.37257434380523,6.91538609728646,1.8262873736512875,1.760630853229439,1.38244675776302,0.4506422506279048,20.253809457886128,0.0444906143508761,False,False,6.1677483458064755,0.004099480531738787,13.625994307800694,314.43159581555466,333.6929128329759,7.166004344707154,0.29429117845022557,0.13433786174422513,2398.180755963877,2563.451181355781,16.916448172356144
dynamic_diagnostic,236,386.21516687500116,10067.570363126162,52.76320926742678,2.1005137389459896,2.42358324847656,0.6397956977877798,0.0,61.8082315816352,0.3098959918135789,False,True,15.652925786567346,0.0008699750646258499,8.93561780265558,319.01782725176236,338.0756200045035,12.413217167299772,0.23520513930866757,1.5515665914228116,2526.2392768333175,2604.6349365167125,17.652312227875182
dynamic_diagnostic,237,386.21517087499524,19.644709071565526,6.676025587616013,1.5237055374378659,1.599649910098429,0.7734758867979215,0.5068410564429763,19.315622730742714,0.07405924889604856,False,False,9.588219318448184,0.00374768164031393,19.10915629123087,314.00531113533685,333.44339457446614,6.301399244494697,0.2728417359612346,0.19854951666968743,2155.1795062546375,2582.9845864191448,20.724976906356268
dynamic_diagnostic,238,386.21517524999945,25.39893985194472,7.9255398750425865,2.039938940198832,1.8907592639049657,2.0018417155840784,0.6606989777316926,24.8654245501164,0.09429698668111663,False,False,4.1867749941247085,0.003979597575708072,10.405068098188364,313.84518114613616,332.74999240247257,7.463342326845197,0.33381666604429727,0.18105040789043772,2345.8336996617386,2484.7074617150156,17.0500494437628
dynamic_diagnostic,239,386.21517929199763,35.4904680187074,5.893458628226217,4.301788870351015,3.4163496360845564,0.5574273715993358,1.0464358556686093,35.051118829186805,0.08557152851275958,False,False,0.4177276314355031,0.0031599702499134448,11.892582750008193,314.4693370558396,333.1712308900869,6.83980767349821,0.3563539020104629,0.9405524457304636,2482.99839914109,2573.890277369296,16.083380931357222
dynamic_diagnostic,240,386.21518366699456,10020.08682600504,8.39483268472042,1.75326188658057,1.9942317371419895,1.907817001457958,0.27787690831192546,19.937281482076205,0.04992402944539047,False,True,6.379414583919875,0.003920098066445257,12.526172982627745,314.09572802675933,333.7992086177641,7.021350909538497,0.33792896209170165,0.16826756843638216,2531.684870627072,2528.0173489160816,20.76393073820318
dynamic_diagnostic,241,386.2151954590008,121.96132553557895,86.79448514391999,4.20292040023374,3.4420876104643297,0.5670876479069241,0.9719057525027576,114.7917468090721,0.3456775647552417,False,False,0.9887590710899047,0.013705330471409422,2.5984160292599996,315.8518573226922,336.61380357718696,13.414082319562283,0.1539791071979822,0.7734239641998505,1484.854322244454,3237.74853236641,5.6646460179758105
dynamic_diagnostic,242,386.21520045899524,67.97504061750625,33.87266706235873,4.041656655538469,3.928486829386547,0.5613715944188691,1.086964598194121,63.250384833899574,0.2806140820773459,False,False,3.75263092786941,0.00211593181218278,23.985144881249806,320.7820377445736,327.3298459663328,13.069733668219907,0.17813868720605386,0.7749996326037367,2230.51636121705,3129.455545183181,27.5981281866071
dynamic_diagnostic,243,386.21520520899503,10060.749532211477,41.9813001280108,3.1176882593458046,2.4677550850923913,5.222411795629892,0.02018787575717907,56.65558039804171,0.2612135720515156,False,True,29.912597094299652,0.001204844694448997,62.89365673107226,310.35831648560463,332.29695893133345,3.8561276252290595,0.45679861049826537,1.686343487557224,1549.080438264667,1904.643981101305,24.851188582991636
dynamic_diagnostic,244,386.21520937499736,42.196715243376104,13.09568959883368,2.853724682818414,2.057247757094415,0.9047897838436997,1.022681510959526,36.438684427819496,0.30978570054035237,False,False,0.16498520138587083,0.00377081511804591,73.39024766682493,317.5466308287889,330.85545444451964,8.159275311568948,0.1634944534139193,0.4106112197012525,1245.4578092135869,3154.7597336527015,9.766370462063122
dynamic_diagnostic,245,386.21521349999966,159.6332997791835,127.4730656834901,4.094328234607307,2.6253228096092274,0.5605697218813808,1.0555111358047435,155.32779168751887,0.2678777112684261,False,False,0.054024963990469604,0.014463631199567156,2.4084383461184347,321.09631257689074,332.22546565192386,6.089860418510353,0.1254483740955894,0.37710707513014524,3181.684711257409,1880.066810637916,12.904909435220373
dynamic_diagnostic,246,386.21522462499706,10035.829974000948,10.20147664989615,2.9109674266694983,3.085652553831114,3.7821574895070262,0.5036508435873644,29.95492035153765,0.3129178180026047,False,True,4.03980587058417,0.003139372568196679,6.7126492254164285,315.0037570775747,332.90211438452616,6.069049150272431,0.2085997646447473,0.3093007855416396,4011.1508457176405,2258.1880253670024,5.685712249666711
dynamic_diagnostic,247,386.21522891699715,65.23030871779382,32.378159211428084,3.4933740022224864,2.701513269982418,0.6191742892041288,1.1076796192273082,59.16153706340772,0.3180348946888819,False,False,0.4704686591675453,0.01834397678714529,38.90612455033847,321.5909738858488,332.42678668423525,2.1599262573916107,0.2790366447208923,0.3035358370631937,1227.477334831073,2917.672341144272,12.322045053269129
dynamic_diagnostic,248,386.2152333339982,10040.13400631885,7.5827177708615165,5.025117137149411,5.738025972359492,7.2800693195556425,0.28597252097004666,35.46780006608762,0.27887291767527495,False,True,5.096886585978098,0.004002667989513098,1.8188140816376661,316.9042143722527,331.2315900621158,13.868521036445237,0.0922432338347476,2.9018553687965083,1804.3677058036403,3001.8178498586803,15.63062930379782
dynamic_diagnostic,249,386.2152378749961,10040.440448073381,13.851937352331085,3.6813355070625655,3.444685193975261,7.469642308037791,0.2314899920815452,34.85333012649148,0.30515345721155795,False,True,46.64336579999642,0.004013817451852019,34.329783203830026,310.19304534066237,330.6150819635802,8.798263234738798,0.14384484555531266,0.15645248941841614,1373.0620749958823,1954.6411689542465,34.2225891344971
dynamic_diagnostic,250,386.2152419999984,41.24473982244676,13.217634711178286,2.6431958060562204,2.269324442043513,1.1033096424482283,0.8842991993310125,34.579791784586725,0.3332903648437309,False,False,3.1036664804103014,0.0037166775088538586,9.654282091193263,320.44865443844344,335.01842337029973,6.108297500097698,0.45333607846186863,0.1136995605672967,2512.1657551269736,3157.677010839556,5.391317401761892
dynamic_diagnostic,251,386.2152461250007,54.77460665825409,16.015535602985786,7.009264124009085,7.080755774965031,3.11720701215196,0.43604227293626796,50.915194531289266,0.2536208497923896,False,False,7.337149237969786,0.011387170137195259,15.409863028441336,321.33423613626707,332.0964070126472,5.707649970676561,0.35874905193069995,1.670763867594108,1592.4731241213942,1956.5736991767471,33.65023779059244
dynamic_diagnostic,252,386.21525024999573,51.342592351504045,21.018070290404975,3.918176029037729,3.47007118368695,0.7830089337976384,0.9909937410880156,48.52609892116011,0.2166600036287245,False,False,4.9580430727094145,0.0027306358686673064,53.8211812485654,311.6755051670255,327.4705615443115,5.216013181575443,0.16899357861124747,1.3070085198092256,4787.761827748119,2994.5180576715143,19.056010660512023
dynamic_diagnostic,253,386.215334374996,37.82749031488834,9.391695738345684,3.910978874895589,3.0528165646496603,0.5642591904980087,0.9905074135757965,36.34566748584067,0.15715294190944837,False,False,0.2853001747614505,0.0031821831704043125,7.773074462233913,314.5309907109604,335.031135903612,6.371353450883506,0.5155361511390872,0.175681338477949,3646.1252626920664,2991.6878445310945,20.063832211131665
dynamic_diagnostic,254,386.2154364169983,32.77981877288639,5.205560792366739,4.064083412989844,3.7392919637193582,0.8604531013323606,0.8506654089061515,31.775314452595627,0.12938987082269096,False,False,1.5350367646852527,0.003730678311081307,11.908706376291862,319.0455172008392,333.7263617491379,7.041456087548133,0.20769526991249312,1.252829550038785,2513.3391379829973,3279.5498180053446,11.843320761055784
dynamic_diagnostic,255,386.21548870900006,10010.840727831954,0.0,0.0,0.0,0.0,0.0,0.0,0.4250632861106852,True,False,26.20786055997981,0.0032996411086866047,52.52233563704225,318.21892410452136,337.90430970001603,1.1873247343158693,0.4946823622456117,1.4517676540168434,2565.6646955351293,2572.885432977308,66.51975057164566
dynamic_diagnostic,256,386.2155169589969,99.22110478021324,67.98518034870635,3.9528977405742385,2.699796414845301,0.56170118612202,1.0021452665671555,94.85026377714124,0.2699024824843227,False,False,0.32525913496845443,0.009672100962932625,13.026282496670518,319.3729294454431,333.49356636598696,5.5958508752346034,0.13680765966994152,0.2903518787230988,3044.6085585703054,2168.115176789792,16.305431686516535
dynamic_diagnostic,257,386.21553912499803,46.33801486520232,14.288033049093466,3.436756484799511,3.5700417785718823,0.7519592886809667,1.012219762537694,40.690961076856695,0.3067858587664916,False,False,5.744590688980638,0.0035191796202696008,42.28610887349838,312.90293453173916,329.0544354643622,5.156923452517705,0.3638852151662267,0.6975983397102083,3757.563934825577,2888.9357467514133,17.56579183190342
